company_id,type,rule_id,text,confidence_pct,below_threshold
SUNPHARMA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
SUNPHARMA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
SUNPHARMA,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
SUNPHARMA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
SUNPHARMA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
SUNPHARMA,con,CON-FALLBACK,Debt-to-equity of 0.05 is a general leverage level worth monitoring alongside sector peers.,5.0,True
TATACONSUM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
TATACONSUM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
TATACONSUM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
TATACONSUM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
TATACONSUM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
TATACONSUM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
TATACONSUM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78.0,False
TATACONSUM,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
TATAMOTORS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
TATAMOTORS,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0,False
TATAMOTORS,pro,PRO-FALLBACK,Return on equity of 37.5% reflects the company's baseline capital efficiency.,95.0,False
TATAMOTORS,con,CON-FALLBACK,Debt-to-equity of 1.26 is a general leverage level worth monitoring alongside sector peers.,25.26248851833533,True
TATAPOWER,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
TATAPOWER,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
TATAPOWER,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
TATASTEEL,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
TATASTEEL,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
TATASTEEL,con,CON-04,Company reported a net loss in the most recent financial year,95.0,False
TATASTEEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,82.0,False
TATASTEEL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78.0,False
TATASTEEL,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,82.0,False
TATASTEEL,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
TATASTEEL,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
TCS,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
TCS,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
TCS,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
TCS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
TCS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
TCS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
TCS,pro,PRO-FALLBACK,Return on equity of 50.9% reflects the company's baseline capital efficiency.,95.0,False
TCS,con,CON-FALLBACK,Debt-to-equity of 0.09 is a general leverage level worth monitoring alongside sector peers.,5.0,True
TECHM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
TECHM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
TECHM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
TECHM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
TECHM,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,82.0,False
TECHM,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",88.0,False
TECHM,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,82.0,False
TECHM,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
TITAN,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
TITAN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
TITAN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
TITAN,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
TITAN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
TITAN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
TITAN,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78.0,False
TITAN,pro,PRO-FALLBACK,Return on equity of 37.2% reflects the company's baseline capital efficiency.,95.0,False
TORNTPHARM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
TORNTPHARM,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
TORNTPHARM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
TORNTPHARM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
TORNTPHARM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
TORNTPHARM,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
TORNTPHARM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
TORNTPHARM,pro,PRO-FALLBACK,Return on equity of 24.2% reflects the company's baseline capital efficiency.,72.46207701283546,False
TORNTPHARM,con,CON-FALLBACK,Debt-to-equity of 0.59 is a general leverage level worth monitoring alongside sector peers.,11.732788798133022,True
TRENT,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
TRENT,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
TRENT,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
TRENT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
TRENT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
TRENT,pro,PRO-FALLBACK,Return on equity of 36.3% reflects the company's baseline capital efficiency.,95.0,False
TRENT,con,CON-FALLBACK,Debt-to-equity of 0.43 is a general leverage level worth monitoring alongside sector peers.,8.618485742379548,True
TVSMOTOR,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
TVSMOTOR,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
TVSMOTOR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
TVSMOTOR,con,CON-01,Debt-to-equity ratio of 3.8 is elevated for a non-financial company and warrants monitoring,85.0,False
TVSMOTOR,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,88.0,False
TVSMOTOR,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
TVSMOTOR,con,CON-FALLBACK,Debt-to-equity of 3.83 is a general leverage level worth monitoring alongside sector peers.,76.66863207547169,False
TVSMOTOR,pro,PRO-FALLBACK,Return on equity of 26.2% reflects the company's baseline capital efficiency.,78.67040094339623,False
